"Queen Anne's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","7","5","0","0","0","0","3","0","15","44","COUNTY TRANSFER - OUT","13","18","0","0","1","0","7","0","39"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","0","1","3","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","1","0","0","0","0","0","0","1"
"FROM ANOTHER BOARD","0","2","0","0","1","0","0","0","3","1","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","30","29","0","0","6","1","12","0","78","20","MOVED OUT OF STATE","20","30","0","0","0","0","3","1","54"
"NVRA BY MAIL","2","5","0","0","0","0","2","0","9","0","OTHER","1","0","0","0","0","0","0","0","1"
"OTHER MEANS","1","0","0","0","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","34","48","1","0","0","1","13","0","97"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","41","41","0","0","7","1","17","0","107","68","TOTAL","68","97","1","0","1","1","23","1","192"
