"Caroline","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","10","1","0","0","0","0","5","0","16","2","COUNTY TRANSFER - OUT","12","6","0","0","0","0","4","0","22"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","3","0","0","0","0","0","1","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","0","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","0","0","0","0","0","0","1","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","2","0","0","0","0","0","0","0","2"
"IN PERSON","0","2","0","0","0","0","1","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","15","15","0","0","2","1","12","0","45","10","MOVED OUT OF STATE","0","1","0","0","0","0","2","0","3"
"NVRA BY MAIL","1","0","0","0","0","0","0","0","1","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","1","0","0","0","0","0","3","0","4","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","7","10","0","0","0","0","1","1","19"
"SOCIAL SERVICES","0","0","0","0","0","0","1","0","1","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","27","18","0","0","2","1","23","0","71","12","TOTAL","24","17","0","0","0","0","8","1","50"
