"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","3","1","0","0","0","0","0","0","4"
"BY MAIL","11","10","0","0","0","0","6","0","27","13","COUNTY TRANSFER - OUT","34","15","0","0","1","1","9","1","61"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","0","0","2","0","CRIMINAL CONVICTION","0","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","36","11","0","0","0","0","9","0","56"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","0","1","0","DUPLICATE","1","1","0","0","0","0","1","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","0","0","1"
"IN PERSON","1","0","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","200","56","1","1","22","0","55","0","335","39","MOVED OUT OF STATE","22","17","0","0","0","0","12","0","51"
"NVRA BY MAIL","4","0","0","0","0","0","0","0","4","1","OTHER","2","0","0","0","0","0","1","0","3"
"OTHER MEANS","5","0","0","0","0","0","0","0","5","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","18","10","0","0","0","0","3","0","31"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","224","66","1","1","22","0","61","0","375","53","TOTAL","117","56","0","0","1","1","35","1","211"
