"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","0","0","0","0","2","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","83","51","1","0","3","1","29","0","168","25","COUNTY TRANSFER - OUT","180","110","1","0","1","2","59","0","353"
"DESIGNATED STATE AGENCIES","5","1","0","0","0","0","0","0","6","0","CRIMINAL CONVICTION","20","6","0","0","1","0","7","0","34"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","0","DEATH NOTICE","3","1","0","0","0","0","1","0","5"
"FROM ANOTHER BOARD","2","1","0","0","0","0","2","0","5","0","DUPLICATE","2","1","0","0","0","0","2","0","5"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","18","16","0","0","0","0","9","0","43"
"IN PERSON","3","0","0","0","0","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","324","210","5","0","68","5","195","0","807","150","MOVED OUT OF STATE","35","56","2","0","3","0","13","0","109"
"NVRA BY MAIL","4","7","0","0","1","0","8","0","20","1","OTHER","18","4","0","0","0","2","10","0","34"
"OTHER MEANS","1","4","0","0","0","0","2","0","7","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","476","417","7","0","2","4","239","1","1,146"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","1","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","424","276","6","0","72","6","236","0","1,020","176","TOTAL","752","611","10","0","7","8","340","1","1,729"
