"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","1","0","0","0","0","1","0","4","115","BOARD ACTION","209","162","0","0","2","1","95","9","478"
"BY MAIL","699","313","6","1","1","14","278","4","1,316","768","COUNTY TRANSFER - OUT","1,720","760","17","1","16","18","523","40","3,095"
"DESIGNATED STATE AGENCIES","155","35","3","0","5","0","44","0","242","9","CRIMINAL CONVICTION","261","46","0","0","2","1","59","4","373"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","6","DEATH NOTICE","256","160","0","0","1","1","26","3","447"
"FROM ANOTHER BOARD","47","9","0","0","5","0","12","0","73","43","DUPLICATE","75","34","0","0","2","0","42","3","156"
"PROVISIONAL BALLOT","1","1","0","0","0","0","1","0","3","31","MAIL VERIFICATION (NVRA)","357","290","5","0","3","1","174","11","841"
"IN PERSON","40","10","0","0","5","0","14","1","70","25","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","4,086","1,746","30","9","645","51","1,696","25","8,288","2,008","MOVED OUT OF STATE","429","332","3","0","10","2","170","13","959"
"NVRA BY MAIL","79","55","1","0","12","2","49","0","198","19","OTHER","65","19","0","0","3","2","35","3","127"
"OTHER MEANS","258","58","4","0","26","0","120","2","468","1,034","VOTER REQUEST","7","1","0","0","0","0","0","0","8"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2,024","1,247","22","0","6","16","842","368","4,525"
"SOCIAL SERVICES","1","3","0","0","0","0","6","0","10","15","","","","","","","","","",""
"VOLUNTEER","16","18","0","0","1","0","4","0","39","6","","","","","","","","","",""
"TOTAL","5,385","2,249","44","10","700","67","2,225","32","10,712","4,079","TOTAL","5,403","3,051","47","1","45","42","1,966","454","11,009"
