"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","114","104","0","0","0","1","51","7","277"
"BY MAIL","8","5","0","0","0","1","6","0","20","0","COUNTY TRANSFER - OUT","7","7","0","0","0","0","2","1","17"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","0","1","1","CRIMINAL CONVICTION","1","3","0","0","0","0","0","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","0","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","1","0","0","0","0","1","0","2","0","MAIL VERIFICATION (NVRA)","13","9","0","0","0","0","9","1","32"
"IN PERSON","0","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","63","47","0","1","17","3","43","1","175","17","MOVED OUT OF STATE","1","2","0","0","0","0","1","0","4"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","3","1","0","0","0","0","1","0","5"
"OTHER MEANS","0","0","0","0","0","0","2","0","2","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","53","33","0","0","0","1","25","0","112"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","71","54","0","1","17","4","52","1","200","18","TOTAL","192","159","0","0","0","2","89","9","451"
