"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","53","9","0","0","4","0","15","1","82","10","COUNTY TRANSFER - OUT","241","54","1","0","1","0","49","19","365"
"DESIGNATED STATE AGENCIES","83","14","2","0","5","0","23","0","127","0","CRIMINAL CONVICTION","26","0","0","0","0","0","3","3","32"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","7","1","0","0","0","0","1","0","9"
"FROM ANOTHER BOARD","12","1","0","0","0","0","2","0","15","4","DUPLICATE","5","0","0","0","0","0","1","1","7"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","11","0","0","0","0","0","3","0","14","5","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","527","67","4","0","43","2","93","2","738","100","MOVED OUT OF STATE","8","6","0","0","0","0","0","0","14"
"NVRA BY MAIL","0","0","0","0","0","0","1","0","1","0","OTHER","12","1","0","0","0","0","2","2","17"
"OTHER MEANS","20","0","0","0","1","0","5","0","26","20","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","1","0","1","0","","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","707","91","6","0","53","2","143","3","1,005","139","TOTAL","301","62","1","0","1","0","56","25","446"
