"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","117","30","0","0","17","1","46","1","212","40","COUNTY TRANSFER - OUT","143","74","2","0","3","3","47","2","274"
"DESIGNATED STATE AGENCIES","3","0","0","0","0","0","3","0","6","1","CRIMINAL CONVICTION","1","0","0","0","0","0","2","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","1","1","0","0","0","0","0","0","2"
"FROM ANOTHER BOARD","8","0","0","0","0","0","3","0","11","2","DUPLICATE","1","1","0","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","0","0","1"
"IN PERSON","2","1","0","0","2","0","0","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","822","238","6","0","163","4","395","5","1,633","252","MOVED OUT OF STATE","113","61","0","0","4","0","57","2","237"
"NVRA BY MAIL","2","1","0","0","0","0","1","0","4","0","OTHER","4","1","0","0","0","0","5","0","10"
"OTHER MEANS","194","37","4","0","22","0","89","0","346","8","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","93","38","0","0","1","0","39","2","173"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","1","","","","","","","","","",""
"TOTAL","1,148","307","10","0","204","5","537","6","2,217","304","TOTAL","358","176","2","0","8","3","150","6","703"
