"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","3","8","0","0","0","0","4","0","15","0","COUNTY TRANSFER - OUT","14","16","1","0","0","0","14","0","45"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","6","6","0","0","0","0","1","0","13"
"FROM ANOTHER BOARD","2","1","1","0","0","0","1","0","5","0","DUPLICATE","1","0","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","43","30","1","0","10","0","35","1","120","8","MOVED OUT OF STATE","9","4","0","0","0","0","4","0","17"
"NVRA BY MAIL","1","1","0","0","0","0","3","0","5","0","OTHER","0","0","0","0","0","0","1","0","1"
"OTHER MEANS","1","1","0","0","0","0","0","0","2","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","1","0","0","0","0","0","12","13"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","52","41","2","0","10","0","43","1","149","8","TOTAL","30","27","1","0","0","0","20","12","90"
