"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","0","0","1","1","BOARD ACTION","2","2","0","0","0","0","1","0","5"
"BY MAIL","18","16","0","0","0","0","9","0","43","16","COUNTY TRANSFER - OUT","8","12","0","0","0","0","12","0","32"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","18","10","0","0","0","0","3","0","31"
"FROM ANOTHER BOARD","1","2","0","0","0","0","0","0","3","1","DUPLICATE","0","0","0","0","0","0","1","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","3","0","1","0","1","0","0","0","5","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","76","38","0","0","10","1","39","0","164","43","MOVED OUT OF STATE","7","10","0","0","0","0","4","0","21"
"NVRA BY MAIL","2","0","0","0","0","0","0","0","2","0","OTHER","4","2","0","0","0","0","1","0","7"
"OTHER MEANS","4","1","0","0","0","0","0","0","5","15","VOTER REQUEST","0","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","1","0","0","0","0","0","0","3"
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","13","25","0","1","3","1","18","0","61","0","","","","","","","","","",""
"TOTAL","118","83","1","1","14","2","66","0","285","78","TOTAL","41","38","0","0","0","0","22","0","101"
