"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","131","100","0","0","7","1","62","0","301","30","COUNTY TRANSFER - OUT","62","60","2","0","0","0","42","0","166"
"DESIGNATED STATE AGENCIES","1","2","0","0","0","0","0","0","3","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","49","42","0","0","0","0","9","0","100"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","0","1","0","DUPLICATE","1","0","0","0","0","0","1","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","76","85","0","0","0","0","64","0","225"
"IN PERSON","2","1","0","0","1","0","0","0","4","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","91","82","0","0","29","2","79","1","284","73","MOVED OUT OF STATE","112","116","4","0","1","1","64","0","298"
"NVRA BY MAIL","5","3","0","0","1","0","3","0","12","1","OTHER","1","2","0","0","1","0","2","0","6"
"OTHER MEANS","0","2","0","0","0","0","0","0","2","0","VOTER REQUEST","0","0","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","273","228","6","0","6","7","146","0","666"
"SOCIAL SERVICES","0","3","0","0","0","0","1","0","4","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","231","193","0","0","38","3","145","1","611","105","TOTAL","574","533","12","0","8","8","329","0","1,464"
