"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","1","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","86","43","0","0","4","2","44","0","179","27","COUNTY TRANSFER - OUT","152","94","3","0","3","0","64","0","316"
"DESIGNATED STATE AGENCIES","5","0","0","0","0","0","1","0","6","0","CRIMINAL CONVICTION","5","3","0","0","0","0","4","0","12"
"ELDERLY / DISABLED","3","2","0","0","0","0","2","0","7","0","DEATH NOTICE","10","9","0","0","0","0","2","0","21"
"FROM ANOTHER BOARD","6","6","0","0","0","0","4","0","16","1","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","54","38","1","0","2","0","11","0","106"
"IN PERSON","8","1","0","0","1","0","0","0","10","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","491","296","2","0","103","5","269","2","1,168","297","MOVED OUT OF STATE","92","71","0","0","2","1","46","0","212"
"NVRA BY MAIL","5","4","0","0","0","0","8","0","17","2","OTHER","30","12","3","0","2","2","12","0","61"
"OTHER MEANS","8","1","0","0","1","0","7","0","17","2","VOTER REQUEST","0","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","195","136","0","0","7","4","98","0","440"
"SOCIAL SERVICES","0","0","0","0","0","0","1","0","1","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","1","","","","","","","","","",""
"TOTAL","612","353","2","0","109","7","337","2","1,422","334","TOTAL","538","364","7","0","16","7","237","0","1,169"
