"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","44","6","1","0","4","0","12","0","67","23","COUNTY TRANSFER - OUT","244","56","0","0","6","0","48","27","381"
"DESIGNATED STATE AGENCIES","47","4","0","0","1","1","21","0","74","0","CRIMINAL CONVICTION","21","2","0","0","0","0","5","4","32"
"ELDERLY / DISABLED","2","0","0","0","0","0","0","0","2","2","DEATH NOTICE","3","2","0","0","0","0","0","0","5"
"FROM ANOTHER BOARD","377","62","1","0","26","5","91","0","562","22","DUPLICATE","12","1","0","0","0","0","1","0","14"
"PROVISIONAL BALLOT","2","0","0","0","0","0","0","0","2","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","5","0","0","0","0","0","0","0","5","5","MENTAL INCOMPETENCY","1","0","0","0","0","0","1","0","2"
"MOTOR VEHICLE ADMINISTRATION","526","30","1","0","36","3","122","1","719","35","MOVED OUT OF STATE","1,318","235","9","0","0","5","207","109","1,883"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","31","1","0","0","0","0","3","0","35"
"OTHER MEANS","261","19","0","0","3","1","32","1","317","22","VOTER REQUEST","4","3","0","0","0","0","1","0","8"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","0","0","0","0","0","0","0","2"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","4","0","0","0","0","0","0","0","4","0","","","","","","","","","",""
"TOTAL","1,269","121","3","0","70","10","278","2","1,753","111","TOTAL","1,636","300","9","0","6","5","266","140","2,362"
