"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","1","0","1","8","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","86","39","0","0","2","3","36","0","166","38","COUNTY TRANSFER - OUT","277","134","0","0","7","1","117","3","539"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","1","0","2","1","CRIMINAL CONVICTION","5","2","0","0","0","0","4","0","11"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","3","DEATH NOTICE","272","133","0","0","6","0","52","2","465"
"FROM ANOTHER BOARD","2","0","0","0","0","0","0","1","3","2","DUPLICATE","0","0","0","0","0","0","0","1","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","6","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","5","0","0","0","0","0","0","0","5","6","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","470","138","3","0","74","4","261","2","952","135","MOVED OUT OF STATE","482","208","3","0","3","1","228","5","930"
"NVRA BY MAIL","1","0","0","0","0","0","0","0","1","0","OTHER","7","1","0","0","1","0","1","0","10"
"OTHER MEANS","11","2","0","0","0","0","3","0","16","272","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","399","157","0","0","5","4","138","2","705"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","578","179","3","0","76","7","302","3","1,148","471","TOTAL","1,442","635","3","0","22","6","540","13","2,661"
