"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","56","39","1","0","0","0","21","1","118","5","COUNTY TRANSFER - OUT","65","45","0","0","0","0","19","0","129"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","3","0","4","0","CRIMINAL CONVICTION","0","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","31","28","0","0","0","0","3","0","62"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","71","56","1","0","0","1","34","2","165"
"IN PERSON","0","0","0","0","0","0","0","0","0","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","119","100","3","1","22","4","65","1","315","4","MOVED OUT OF STATE","31","57","1","0","1","0","19","1","110"
"NVRA BY MAIL","2","5","0","0","0","0","1","0","8","0","OTHER","4","2","0","0","0","0","0","0","6"
"OTHER MEANS","2","1","0","0","0","0","0","0","3","1","VOTER REQUEST","2","0","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","146","99","0","0","2","1","59","1","308"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","4","0","0","0","0","0","0","5","0","","","","","","","","","",""
"TOTAL","181","151","4","1","22","4","90","2","455","12","TOTAL","350","288","2","0","3","2","134","4","783"
