"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","23","16","1","0","1","0","12","1","54","4","COUNTY TRANSFER - OUT","29","38","0","0","0","1","16","0","84"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","1","0","3","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","31","29","0","0","0","0","2","0","62"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","1","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","2","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","72","94","1","0","17","2","41","0","227","55","MOVED OUT OF STATE","14","17","0","0","0","0","9","0","40"
"NVRA BY MAIL","1","5","0","0","0","0","2","0","8","1","OTHER","0","2","0","0","0","0","0","0","2"
"OTHER MEANS","1","2","0","0","0","0","1","0","4","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","9","11","0","0","0","0","4","0","24"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","2","0","0","0","0","1","0","4","0","","","","","","","","","",""
"TOTAL","100","119","2","0","18","2","60","1","302","60","TOTAL","83","97","0","0","0","1","32","0","213"
