"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","1","1","0","0","0","0","0","0","2"
"BY MAIL","24","12","0","0","1","2","7","0","46","9","COUNTY TRANSFER - OUT","53","23","0","0","1","1","19","1","98"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","35","13","1","0","0","0","5","0","54"
"FROM ANOTHER BOARD","4","0","0","0","0","0","1","0","5","1","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","4","0","0","0","0","0","1","0","5","4","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","194","56","1","0","26","2","59","1","339","48","MOVED OUT OF STATE","34","19","1","0","0","0","10","0","64"
"NVRA BY MAIL","2","0","0","0","0","0","0","0","2","0","OTHER","0","0","0","0","0","0","3","0","3"
"OTHER MEANS","1","0","0","0","0","0","1","0","2","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","131","110","1","0","0","1","69","14","326"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","230","68","1","0","27","4","69","1","400","62","TOTAL","254","166","3","0","1","2","106","15","547"
