"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","11","4","0","0","0","0","0","1","16","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","74","62","0","0","2","0","20","2","160","2","COUNTY TRANSFER - OUT","44","28","0","0","0","0","8","0","80"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","9","1","0","0","0","0","2","0","12"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"HIGH SCHOOL","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","62","95","0","0","0","0","42","3","202"
"IN PERSON","10","4","0","0","0","0","3","0","17","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","106","100","0","0","0","0","73","5","284","22","MOVED OUT OF STATE","5","9","0","0","0","0","3","0","17"
"NVRA BY MAIL","8","3","0","0","0","0","5","0","16","0","OTHER","6","0","0","0","0","0","2","0","8"
"OTHER MEANS","5","9","0","0","0","0","3","2","19","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","7","3","0","0","0","0","1","0","11","0","","","","","","","","","",""
"TOTAL","221","186","0","0","2","0","106","10","525","27","TOTAL","126","133","0","0","0","0","57","3","319"
