"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","11","3","0","0","0","0","2","0","16","38","BOARD ACTION","15","6","0","0","0","0","5","2","28"
"BY MAIL","486","91","4","0","4","0","124","7","716","219","COUNTY TRANSFER - OUT","1,118","188","10","0","1","0","170","6","1,493"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","2","0","0","0","0","0","0","0","2","0","DEATH NOTICE","0","0","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","20","4","0","0","0","0","4","0","28","30","DUPLICATE","12","1","0","0","0","0","0","1","14"
"HIGH SCHOOL","1","0","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","103","17","0","0","0","0","16","0","136","44","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","558","114","6","0","4","0","229","29","940","211","MOVED OUT OF STATE","1","0","0","0","0","0","0","0","1"
"NVRA BY MAIL","1","0","0","0","0","0","1","0","2","3","OTHER","19","0","0","0","0","0","0","13","32"
"OTHER MEANS","73","20","3","0","0","0","22","2","120","180","VOTER REQUEST","0","0","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","2","","","","","","","","","",""
"SOCIAL SERVICES","1","1","0","0","0","0","1","0","3","1","","","","","","","","","",""
"VOLUNTEER","611","83","5","0","1","0","129","27","856","0","","","","","","","","","",""
"TOTAL","1,867","333","18","0","9","0","529","65","2,821","728","TOTAL","1,165","195","10","0","1","0","176","22","1,569"
