"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","1","0","0","0","0","0","0","3","2","BOARD ACTION","34","11","0","0","0","0","10","1","56"
"BY MAIL","293","149","5","0","3","0","112","6","568","43","COUNTY TRANSFER - OUT","297","171","3","0","1","0","91","5","568"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","1","1","0","0","0","0","1","0","3"
"FROM ANOTHER BOARD","34","20","0","0","0","0","15","1","70","4","DUPLICATE","45","22","0","0","1","0","31","1","100"
"HIGH SCHOOL","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","64","40","0","0","0","0","29","0","133"
"IN PERSON","32","17","1","0","1","0","5","0","56","1","MENTAL INCOMPETENCY","2","0","0","0","0","0","0","0","2"
"MOTOR VEHICLE ADMINISTRATION","359","181","2","0","4","0","229","6","781","71","MOVED OUT OF STATE","43","67","0","0","1","0","29","3","143"
"NVRA BY MAIL","14","5","0","0","1","0","5","0","25","1","OTHER","11","7","0","0","0","0","4","0","22"
"OTHER MEANS","117","88","2","0","0","0","41","6","254","27","VOTER REQUEST","3","1","0","0","0","0","0","0","4"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","1","","","","","","","","","",""
"VOLUNTEER","95","55","2","0","0","0","29","1","182","0","","","","","","","","","",""
"TOTAL","946","516","12","0","9","0","436","20","1,939","150","TOTAL","500","320","3","0","3","0","195","10","1,031"
