"Somerset","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","14","8","0","0","0","0","4","0","26","0","COUNTY TRANSFER - OUT","20","9","0","0","0","0","4","0","33"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","7","4","0","0","0","0","0","0","11"
"FROM ANOTHER BOARD","5","3","0","0","0","0","0","0","8","0","DUPLICATE","2","0","0","0","0","0","0","0","2"
"HIGH SCHOOL","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","1","0","2"
"IN PERSON","2","1","0","0","0","0","1","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","15","13","0","0","0","0","13","0","41","0","MOVED OUT OF STATE","2","0","0","0","0","0","1","0","3"
"NVRA BY MAIL","1","1","0","0","0","0","0","0","2","0","OTHER","2","0","0","0","0","0","1","0","3"
"OTHER MEANS","1","1","0","0","0","0","0","0","2","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","11","0","0","0","0","0","7","0","18","0","","","","","","","","","",""
"TOTAL","50","27","0","0","0","0","25","0","102","0","TOTAL","34","13","0","0","0","0","7","0","54"
