"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","35","11","1","0","0","0","28","0","75","8","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","603","131","4","0","2","1","164","12","917","42","COUNTY TRANSFER - OUT","723","333","6","0","1","0","246","1","1,310"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","83","27","0","0","0","0","10","0","120"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","0","1","0","DUPLICATE","12","3","0","0","0","0","3","0","18"
"HIGH SCHOOL","1","1","0","0","0","0","0","0","2","0","MAIL VERIFICATION (NVRA)","237","167","0","0","1","0","136","1","542"
"IN PERSON","78","16","0","0","0","0","11","0","105","4","MENTAL INCOMPETENCY","0","0","0","0","0","0","1","0","1"
"MOTOR VEHICLE ADMINISTRATION","1,317","483","13","0","15","0","1,192","23","3,043","295","MOVED OUT OF STATE","522","319","4","0","0","0","241","0","1,086"
"NVRA BY MAIL","62","15","0","0","0","0","22","0","99","17","OTHER","6","4","0","0","0","0","7","0","17"
"OTHER MEANS","86","56","1","0","0","0","29","7","179","116","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"SOCIAL SERVICES","29","9","0","0","0","0","8","0","46","0","","","","","","","","","",""
"VOLUNTEER","146","15","3","0","1","0","49","1","215","0","","","","","","","","","",""
"TOTAL","2,357","738","22","0","18","1","1,503","43","4,682","482","TOTAL","1,585","853","10","0","2","0","644","2","3,096"
