"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","17","8","1","0","0","0","3","0","29","2","COUNTY TRANSFER - OUT","23","20","0","0","0","0","3","1","47"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","0","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"HIGH SCHOOL","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","5","15","1","0","1","0","11","2","35"
"IN PERSON","5","9","0","0","0","0","2","0","16","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","49","70","1","0","0","0","42","0","162","13","MOVED OUT OF STATE","1","0","0","0","0","0","3","0","4"
"NVRA BY MAIL","5","5","0","0","0","0","1","0","11","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","2","1","0","0","0","0","0","0","3","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","3","10","0","0","0","0","5","0","18","0","","","","","","","","","",""
"TOTAL","83","103","2","0","0","0","53","0","241","18","TOTAL","29","35","1","0","1","0","17","3","86"
