"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","0","0","0","0","0","1","0","3","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","70","36","0","0","0","0","22","2","130","3","COUNTY TRANSFER - OUT","86","61","0","0","0","0","18","4","169"
"DESIGNATED STATE AGENCIES","3","0","0","0","0","0","2","0","5","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","1","0","0","0","0","0","0","1","0","DEATH NOTICE","20","10","0","0","0","0","2","0","32"
"FROM ANOTHER BOARD","22","9","0","0","0","0","3","0","34","1","DUPLICATE","1","1","0","0","0","0","0","0","2"
"HIGH SCHOOL","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","1","0","1"
"IN PERSON","12","4","1","0","0","0","3","0","20","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","195","62","1","0","1","0","99","5","363","81","MOVED OUT OF STATE","24","36","0","0","0","0","5","1","66"
"NVRA BY MAIL","28","18","0","0","0","0","12","0","58","0","OTHER","3","0","0","0","0","0","2","0","5"
"OTHER MEANS","14","10","0","0","0","0","2","0","26","11","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","3","1","0","0","0","0","2","0","6","0","","","","","","","","","",""
"TOTAL","349","141","2","0","1","0","146","7","646","96","TOTAL","135","108","0","0","0","0","28","5","276"
