"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","133","36","1","1","0","0","53","1","225","64","BOARD ACTION","67","20","0","0","0","0","19","3","109"
"BY MAIL","3,646","1,807","36","5","29","1","1,134","65","6,723","506","COUNTY TRANSFER - OUT","5,154","2,557","41","1","8","1","1,299","125","9,186"
"DESIGNATED STATE AGENCIES","7","5","0","0","0","0","9","0","21","0","CRIMINAL CONVICTION","49","27","1","0","1","0","12","1","91"
"ELDERLY / DISABLED","7","2","0","0","0","0","0","0","9","0","DEATH NOTICE","309","165","0","0","0","0","33","1","508"
"FROM ANOTHER BOARD","457","165","2","0","2","0","136","8","770","43","DUPLICATE","98","39","0","0","1","0","45","3","186"
"HIGH SCHOOL","3","1","0","0","0","0","0","0","4","0","MAIL VERIFICATION (NVRA)","1,402","909","14","0","5","1","548","143","3,022"
"IN PERSON","625","357","2","2","3","0","104","6","1,099","79","MENTAL INCOMPETENCY","3","6","0","0","0","0","2","0","11"
"MOTOR VEHICLE ADMINISTRATION","6,665","3,321","53","3","68","2","3,974","144","14,230","1,516","MOVED OUT OF STATE","920","768","6","0","4","0","423","22","2,143"
"NVRA BY MAIL","274","193","2","0","2","0","114","4","589","27","OTHER","100","37","0","0","1","0","39","14","191"
"OTHER MEANS","728","520","11","1","0","0","271","25","1,556","761","VOTER REQUEST","31","22","0","0","0","0","24","0","77"
"RECRUITING","0","0","0","0","0","0","0","0","0","2","","","","","","","","","",""
"SOCIAL SERVICES","136","34","0","0","1","0","42","2","215","28","","","","","","","","","",""
"VOLUNTEER","1,237","336","12","0","3","0","305","31","1,924","0","","","","","","","","","",""
"TOTAL","13,918","6,777","119","12","108","3","6,142","286","27,365","3,026","TOTAL","8,133","4,550","62","1","20","2","2,444","312","15,524"
