"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","25","14","0","0","0","0","4","1","44","3","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","184","156","1","0","3","0","118","5","467","14","COUNTY TRANSFER - OUT","141","143","3","0","0","0","92","0","379"
"DESIGNATED STATE AGENCIES","11","10","0","0","0","0","3","0","24","0","CRIMINAL CONVICTION","1","0","0","0","0","0","2","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","11","4","0","0","0","0","2","0","17"
"FROM ANOTHER BOARD","36","35","2","0","1","0","31","0","105","0","DUPLICATE","1","0","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","1","1","0","0","1","0","0","0","3","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","37","39","1","0","1","0","21","0","99","5","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","216","202","5","0","3","1","226","1","654","29","MOVED OUT OF STATE","89","116","1","0","1","0","47","0","254"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","2","3","0","0","0","0","3","0","8"
"OTHER MEANS","5","5","0","1","0","0","5","0","16","2","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","1","0","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","36","45","0","0","0","0","16","0","97","0","","","","","","","","","",""
"TOTAL","551","507","9","1","9","1","424","7","1,509","53","TOTAL","246","267","4","0","1","0","146","0","664"
