"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","2","0","0","0","0","1","0","3","7","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","80","59","0","0","1","0","28","2","170","6","COUNTY TRANSFER - OUT","62","35","1","1","0","0","18","0","117"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","0","1","4","CRIMINAL CONVICTION","0","2","0","0","0","0","1","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","21","9","0","0","0","0","1","0","31"
"FROM ANOTHER BOARD","8","13","0","0","0","0","4","1","26","0","DUPLICATE","5","0","0","0","0","0","3","1","9"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","6","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","8","6","0","0","0","0","3","0","17","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","133","121","3","0","3","0","130","1","391","28","MOVED OUT OF STATE","15","23","0","0","0","0","7","0","45"
"NVRA BY MAIL","7","4","0","0","0","0","6","0","17","0","OTHER","16","5","0","0","0","0","6","0","27"
"OTHER MEANS","23","14","0","0","0","0","10","0","47","10","VOTER REQUEST","2","0","0","0","0","0","0","0","2"
"RECRUITING","1","4","0","0","0","0","1","0","6","0","CONFIRMATION MAIL","5","6","0","0","0","0","1","1","13"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","1","0","0","0","0","8","0","9","0","","","","","","","","","",""
"TOTAL","261","225","3","0","4","0","191","4","688","61","TOTAL","126","80","1","1","0","0","37","2","247"
