"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","136","32","1","0","1","0","18","2","190","31","BOARD ACTION","25","2","1","0","0","0","5","1","34"
"BY MAIL","856","169","16","0","5","1","302","8","1,357","196","COUNTY TRANSFER - OUT","1,190","248","6","0","1","0","209","7","1,661"
"DESIGNATED STATE AGENCIES","3","3","0","0","0","0","2","0","8","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","3","1","0","0","0","0","2","0","6","20","DEATH NOTICE","0","1","0","0","0","0","0","0","1"
"FROM ANOTHER BOARD","61","17","0","0","0","0","19","2","99","10","DUPLICATE","4","1","0","0","0","0","1","0","6"
"PROVISIONAL BALLOT","21","1","0","0","0","0","0","0","22","33","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","97","27","0","0","2","0","31","0","157","17","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","636","125","2","0","8","4","285","9","1,069","186","MOVED OUT OF STATE","0","1","0","0","0","0","0","0","1"
"NVRA BY MAIL","30","3","1","0","0","0","9","0","43","6","OTHER","19","3","0","0","1","0","9","0","32"
"OTHER MEANS","98","32","0","0","0","0","28","3","161","77","VOTER REQUEST","","","","","","","","","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","343","76","2","0","3","0","100","6","530","0","","","","","","","","","",""
"TOTAL","2,284","486","22","0","19","5","796","30","3,642","576","TOTAL","1,238","256","7","0","2","0","224","8","1,735"
