"Dorchester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","5","0","0","0","0","0","0","8","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","41","47","0","0","1","0","12","1","102","8","COUNTY TRANSFER - OUT","100","60","1","0","1","0","7","0","169"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","2","1","0","0","0","0","0","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","22","14","0","0","0","0","2","0","38"
"FROM ANOTHER BOARD","2","7","0","0","0","0","2","0","11","0","DUPLICATE","2","0","0","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","17","5","0","0","0","0","2","1","25","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","24","19","0","0","0","0","14","0","57","8","MOVED OUT OF STATE","4","4","0","0","0","0","0","0","8"
"NVRA BY MAIL","2","2","0","0","0","0","0","0","4","2","OTHER","1","0","0","0","0","0","0","0","1"
"OTHER MEANS","9","4","0","0","0","0","2","1","16","1","VOTER REQUEST","2","0","0","0","0","0","1","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","2","1","0","0","0","0","1","1","5","0","","","","","","","","","",""
"TOTAL","101","90","0","0","1","0","33","4","229","21","TOTAL","134","79","1","0","1","0","10","0","225"
