"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","27","17","0","0","0","0","4","0","48","9","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","436","257","4","1","7","0","224","13","942","12","COUNTY TRANSFER - OUT","499","312","5","0","3","0","167","10","996"
"DESIGNATED STATE AGENCIES","13","14","0","0","0","0","10","0","37","3","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","1","DEATH NOTICE","12","3","0","0","0","0","0","0","15"
"FROM ANOTHER BOARD","17","14","0","0","0","1","8","0","40","0","DUPLICATE","25","17","0","0","1","0","10","0","53"
"PROVISIONAL BALLOT","7","1","0","0","0","0","0","0","8","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","34","24","0","0","0","0","14","2","74","17","MENTAL INCOMPETENCY","0","1","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","250","153","1","0","4","2","224","3","637","14","MOVED OUT OF STATE","65","43","2","0","2","0","29","2","143"
"NVRA BY MAIL","5","8","0","0","0","0","4","0","17","1","OTHER","18","10","0","0","1","0","21","0","50"
"OTHER MEANS","39","23","1","0","1","0","21","1","86","8","VOTER REQUEST","0","0","0","0","0","0","3","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","51","41","0","0","0","0","28","2","122"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","18","13","0","0","0","0","6","0","37","0","","","","","","","","","",""
"TOTAL","846","524","6","1","12","3","515","19","1,926","66","TOTAL","670","427","7","0","7","0","258","14","1,383"
