"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","10","10","0","0","0","0","0","0","20","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","58","68","1","0","0","0","31","2","160","11","COUNTY TRANSFER - OUT","25","21","1","0","0","0","17","2","66"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","16","12","0","0","0","0","3","0","31"
"FROM ANOTHER BOARD","10","5","0","0","0","0","2","2","19","0","DUPLICATE","1","0","0","0","0","0","1","0","2"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","3","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","10","7","0","0","0","0","6","0","23","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","111","133","4","0","1","0","90","6","345","47","MOVED OUT OF STATE","17","14","0","0","0","0","6","0","37"
"NVRA BY MAIL","0","0","0","0","0","0","0","1","1","0","OTHER","5","5","0","0","0","0","0","0","10"
"OTHER MEANS","4","3","0","0","0","0","1","0","8","2","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","18","6","1","0","0","0","8","0","33","0","","","","","","","","","",""
"TOTAL","222","232","6","0","1","0","138","11","610","64","TOTAL","64","52","1","0","0","0","27","2","146"
