"Garrett","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","0","0","1","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","11","21","1","0","0","0","5","0","38","4","COUNTY TRANSFER - OUT","8","8","0","0","0","0","2","0","18"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","10","6","0","0","0","0","0","0","16"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","8","8","0","0","0","0","2","0","18","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","17","37","0","0","1","0","16","0","71","10","MOVED OUT OF STATE","1","2","0","0","0","0","2","0","5"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","1","OTHER","0","1","0","0","0","0","1","0","2"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","2","4","0","0","0","0","0","0","6","0","","","","","","","","","",""
"TOTAL","38","72","1","0","1","0","23","0","135","16","TOTAL","19","17","0","0","0","0","5","0","41"
