"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","15","17","0","0","0","0","10","1","43","1","BOARD ACTION","0","0","0","0","0","0","1","0","1"
"BY MAIL","120","215","4","2","1","0","103","0","445","0","COUNTY TRANSFER - OUT","95","129","1","0","3","0","54","0","282"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","3","0","5","0","CRIMINAL CONVICTION","3","4","1","0","0","0","2","0","10"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","16","27","0","0","0","0","0","0","43"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","2","4","0","0","0","0","1","0","7"
"PROVISIONAL BALLOT","1","2","0","0","0","0","0","0","3","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","24","44","0","0","2","0","18","0","88","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","106","182","1","0","3","0","115","0","407","9","MOVED OUT OF STATE","12","20","0","0","0","0","7","0","39"
"NVRA BY MAIL","2","9","0","0","0","0","7","0","18","0","OTHER","3","0","0","0","0","0","2","0","5"
"OTHER MEANS","5","2","0","0","0","0","0","0","7","0","VOTER REQUEST","0","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","5","9","0","0","0","0","3","0","17"
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","14","11","0","0","0","0","10","0","35","0","","","","","","","","","",""
"TOTAL","290","482","5","2","6","0","266","1","1,052","11","TOTAL","136","194","2","0","3","0","70","0","405"
