"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","16","4","0","0","0","0","1","0","21","64","BOARD ACTION","1","0","0","0","0","0","0","0","1"
"BY MAIL","114","59","1","0","0","0","39","3","216","15","COUNTY TRANSFER - OUT","168","73","0","0","0","0","54","0","295"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","19","4","0","0","0","0","1","0","24"
"FROM ANOTHER BOARD","49","18","0","0","0","0","16","0","83","5","DUPLICATE","1","0","0","0","0","0","1","0","2"
"PROVISIONAL BALLOT","3","0","0","0","0","0","0","0","3","13","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","12","9","0","0","0","0","8","0","29","1","MENTAL INCOMPETENCY","0","1","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","169","64","2","0","3","0","64","7","309","63","MOVED OUT OF STATE","16","27","0","0","0","0","12","1","56"
"NVRA BY MAIL","25","8","0","0","1","0","3","1","38","1","OTHER","1","0","0","0","0","0","0","0","1"
"OTHER MEANS","5","1","0","0","0","0","1","0","7","4","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","1","0","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","2","2","0","0","0","0","2","0","6","0","","","","","","","","","",""
"TOTAL","395","165","3","0","4","0","134","11","712","166","TOTAL","206","106","0","0","0","0","68","1","381"
