"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","5","0","0","0","0","1","1","7","6","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","46","59","0","0","1","0","22","0","128","2","COUNTY TRANSFER - OUT","47","39","2","0","0","0","14","4","106"
"DESIGNATED STATE AGENCIES","7","8","1","0","0","0","12","1","29","2","CRIMINAL CONVICTION","5","3","0","0","0","0","3","0","11"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","17","20","0","0","0","0","1","0","38"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","1","1","0","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","11","8","0","0","0","0","3","0","22","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","127","132","0","1","3","0","80","2","345","52","MOVED OUT OF STATE","10","15","0","0","0","0","4","0","29"
"NVRA BY MAIL","7","16","1","0","0","0","4","0","28","0","OTHER","1","2","0","0","0","0","1","1","5"
"OTHER MEANS","5","3","0","0","0","0","0","0","8","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"SOCIAL SERVICES","0","1","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","3","5","0","0","0","0","5","0","13","0","","","","","","","","","",""
"TOTAL","206","237","2","1","4","0","127","4","581","65","TOTAL","81","80","2","0","0","0","23","5","191"
