"Caroline","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","5","4","0","0","0","0","0","0","9","2","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","44","74","0","0","0","0","24","2","144","2","COUNTY TRANSFER - OUT","68","67","1","0","0","0","4","1","141"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","6","3","0","0","0","0","0","0","9"
"FROM ANOTHER BOARD","3","1","0","0","0","0","1","0","5","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","17","12","0","0","0","0","9","0","38","5","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","27","17","0","0","1","0","25","0","70","16","MOVED OUT OF STATE","1","4","0","0","0","0","1","0","6"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","0","1","0","0","0","0","0","0","1"
"OTHER MEANS","7","2","0","0","0","0","2","0","11","4","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","4","1","0","0","0","0","0","0","5","0","","","","","","","","","",""
"TOTAL","107","111","0","0","1","0","61","2","282","29","TOTAL","76","75","1","0","0","0","5","1","158"
