"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","22","21","0","0","0","0","1","2","46","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","249","232","3","0","1","0","128","6","619","0","COUNTY TRANSFER - OUT","161","143","1","0","4","0","55","0","364"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","2","0","0","0","0","1","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","17","10","0","0","0","0","0","0","27"
"FROM ANOTHER BOARD","1","2","0","0","0","0","1","0","4","0","DUPLICATE","1","4","0","0","0","0","1","0","6"
"PROVISIONAL BALLOT","3","3","0","0","0","0","0","0","6","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","15","21","0","0","2","0","5","1","44","0","MENTAL INCOMPETENCY","2","0","0","0","0","0","0","0","2"
"MOTOR VEHICLE ADMINISTRATION","233","202","1","0","6","0","169","10","621","0","MOVED OUT OF STATE","46","49","2","0","0","0","18","0","115"
"NVRA BY MAIL","84","87","1","1","2","0","40","3","218","0","OTHER","1","0","0","0","0","0","2","0","3"
"OTHER MEANS","5","3","0","0","1","0","1","0","10","0","VOTER REQUEST","1","1","0","0","0","0","1","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","61","61","0","0","0","0","15","0","137"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","8","10","0","0","1","0","2","0","21","0","","","","","","","","","",""
"TOTAL","620","581","5","1","13","0","347","22","1,589","0","TOTAL","290","270","3","0","4","0","93","0","660"
