"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","93","20","1","0","0","0","22","4","140","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","766","110","7","0","2","0","253","18","1,156","0","COUNTY TRANSFER - OUT","1,198","356","5","0","1","0","157","147","1,864"
"DESIGNATED STATE AGENCIES","220","36","2","0","2","0","95","6","361","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","5","0","0","0","0","0","0","0","5","0","DEATH NOTICE","73","15","0","0","0","0","1","6","95"
"FROM ANOTHER BOARD","937","183","10","4","10","0","283","13","1,440","0","DUPLICATE","39","6","0","0","0","0","6","3","54"
"PROVISIONAL BALLOT","194","23","0","0","0","0","13","2","232","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","76","9","1","0","1","0","20","4","111","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","710","101","7","1","5","0","255","13","1,092","0","MOVED OUT OF STATE","16","11","0","0","0","0","2","4","33"
"NVRA BY MAIL","8","4","0","0","0","0","3","0","15","0","OTHER","12","0","0","0","0","0","4","0","16"
"OTHER MEANS","348","49","5","0","1","0","112","12","527","0","VOTER REQUEST","0","0","0","0","0","0","0","1","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","9","14","0","0","0","0","2","2","27"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","769","216","5","2","7","1","297","10","1,307","0","","","","","","","","","",""
"TOTAL","4,126","751","38","7","28","1","1,353","82","6,386","0","TOTAL","1,347","402","5","0","1","0","172","163","2,090"
