"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","33","5","0","0","3","0","41","35","BOARD ACTION","1","0","1","0","5","1","8"
"BY MAIL","2127","889","6","19","599","67","3,707","1,021","CONFIRMATION MAIL","48","33","0","1","23","0","105"
"DESIGNATED STATE AGENCIES","19","12","0","1","10","0","42","9","COUNTY TRANSFER - OUT","6,717","2,720","35","72","2,313","63","11,920"
"ELDERLY / DISABLED","6","0","0","0","2","0","8","4","CRIMINAL CONVICTION","96","17","3","1","18","0","135"
"FROM ANOTHER BOARD","39","17","0","0","12","2","70","62","DEATH NOTICE","537","313","1","0","90","4","945"
"PROVISIONAL BALLOT","2","1","0","0","0","0","3","13","DUPLICATE","161","44","2","0","42","8","257"
"IN PERSON","130","49","0","2","39","1","221","862","MAIL VERIFICATION (NVRA)","8,656","4,279","64","134","4,006","129","17,268"
"MOTOR VEHICLE ADMINISTRATION","12984","5178","79","293","6962","121","25,617","2,203","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"NVRA BY MAIL","210","93","1","1","88","4","397","126","MOVED OUT OF STATE","1,139","719","6","11","483","25","2,383"
"ONLINE REGISTRATION","1536","750","29","49","706","18","3,088","116","OTHER","50","17","0","0","28","3","98"
"OTHER MEANS","182","70","2","6","82","2","344","358","VOTER REQUEST","8","5","0","0","8","1","22"
"RECRUITING","0","0","0","0","1","0","1","2","","","","","","","","0"
"SOCIAL SERVICES","22","9","0","0","22","1","54","24","","","","","","","",""
"VOLUNTEER","96","19","0","0","32","2","149","0","","","","","","","",""
"TOTAL","17,386","7,092","117","371","8,558","218","33,742","4,835","TOTAL","17,413","8,147","112","219","7,016","234","33,141"
