"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","83","19","0","0","0","0","24","2","128","17","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","1,343","260","3","0","59","4","328","2","1,999","99","COUNTY TRANSFER - OUT","380","121","1","0","0","2","109","5","618"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","9","2","0","0","0","0","0","0","11","1","DEATH NOTICE","21","13","0","0","0","0","1","0","35"
"FROM ANOTHER BOARD","20","4","0","0","1","0","2","0","27","1","DUPLICATE","2","0","0","0","0","0","2","0","4"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","247","69","0","0","14","1","67","4","402","9","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","501","85","1","0","6","3","124","3","723","100","MOVED OUT OF STATE","15","11","0","0","0","0","7","0","33"
"NVRA BY MAIL","251","41","0","0","4","0","48","0","344","12","OTHER","2","3","0","0","0","0","4","0","9"
"OTHER MEANS","28","6","0","0","1","1","6","1","43","5","VOTER REQUEST","1","1","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","2","0","0","0","0","0","3","5"
"SOCIAL SERVICES","1","1","0","0","0","0","0","0","2","0","","","","","","","","","",""
"VOLUNTEER","126","14","0","0","1","0","27","0","168","0","","","","","","","","","",""
"TOTAL","2,610","501","4","0","86","9","626","12","3,848","244","TOTAL","422","151","1","0","0","2","123","8","707"
