"Caroline","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","0","0","0","0","0","2","0","4","3","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","156","101","0","0","11","0","66","1","335","13","COUNTY TRANSFER - OUT","46","31","3","0","0","0","16","0","96"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","15","6","0","0","0","0","2","0","23"
"FROM ANOTHER BOARD","1","2","0","0","0","0","1","0","4","1","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","79","49","0","0","3","0","37","0","168","9","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","55","35","0","0","3","2","25","0","120","10","MOVED OUT OF STATE","9","9","0","0","0","0","0","0","18"
"NVRA BY MAIL","1","0","0","0","0","0","0","0","1","0","OTHER","1","0","0","0","0","0","0","0","1"
"OTHER MEANS","1","1","0","0","0","0","0","0","2","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","12","9","0","0","0","0","4","0","25"
"SOCIAL SERVICES","3","0","0","0","0","0","1","0","4","0","","","","","","","","","",""
"VOLUNTEER","12","9","0","0","0","0","4","0","25","0","","","","","","","","","",""
"TOTAL","310","197","0","0","17","2","136","1","663","37","TOTAL","83","56","3","0","0","0","22","0","164"
