"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","10","10","0","0","1","1","9","0","31","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","417","336","4","2","46","10","277","4","1,096","39","COUNTY TRANSFER - OUT","53","50","0","0","0","1","33","2","139"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","2","0","0","0","0","0","1","0","3","0","DEATH NOTICE","31","16","0","0","0","0","10","0","57"
"FROM ANOTHER BOARD","2","1","0","0","0","0","1","0","4","0","DUPLICATE","0","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","3","1","0","0","0","0","0","0","4"
"IN PERSON","25","10","0","0","3","0","10","0","48","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","125","103","1","0","14","3","99","0","345","30","MOVED OUT OF STATE","15","32","0","0","0","0","16","1","64"
"NVRA BY MAIL","4","1","0","0","0","0","1","0","6","1","OTHER","1","4","0","0","0","0","1","0","6"
"OTHER MEANS","25","27","1","0","1","1","21","2","78","2","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","13","8","0","0","1","0","7","1","30"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","610","488","6","2","65","15","419","6","1,611","72","TOTAL","117","112","0","0","1","1","67","4","302"
