"Somerset","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","5","4","0","0","1","0","7","0","17","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","99","27","1","0","0","0","23","0","150","0","COUNTY TRANSFER - OUT","109","9","0","0","0","0","13","1","132"
"DESIGNATED STATE AGENCIES","3","3","0","0","1","0","0","0","7","0","CRIMINAL CONVICTION","2","0","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","0","DEATH NOTICE","23","11","0","0","0","0","1","0","35"
"FROM ANOTHER BOARD","33","15","0","0","1","0","8","1","58","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","2","0","0","0","0","0","0","0","2","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","45","15","0","0","3","0","9","0","72","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","37","9","0","0","0","0","10","1","57","2","MOVED OUT OF STATE","0","0","0","0","0","0","0","0","0"
"NVRA BY MAIL","11","2","0","0","1","0","1","0","15","0","OTHER","4","1","0","0","0","0","0","0","5"
"OTHER MEANS","14","7","0","0","0","0","1","0","22","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","10","1","1","0","0","0","1","0","13","0","","","","","","","","","",""
"VOLUNTEER","253","6","0","0","2","0","18","0","279","0","","","","","","","","","",""
"TOTAL","513","89","2","0","9","0","78","2","693","3","TOTAL","138","21","0","0","0","0","14","1","174"
