"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","35","22","0","1","2","0","14","1","75","5","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","828","511","3","0","114","12","341","1","1,810","49","COUNTY TRANSFER - OUT","340","190","4","0","0","5","120","5","664"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","4","1","0","0","0","1","1","0","7"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","53","27","0","0","0","0","5","0","85"
"FROM ANOTHER BOARD","40","25","0","0","5","0","24","0","94","2","DUPLICATE","1","0","0","0","0","1","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","148","150","2","0","9","6","82","0","397","6","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","596","387","6","0","29","16","351","5","1,390","39","MOVED OUT OF STATE","45","44","0","0","0","0","23","0","112"
"NVRA BY MAIL","232","137","1","0","6","2","113","0","491","17","OTHER","13","11","0","0","0","0","5","0","29"
"OTHER MEANS","20","1","0","0","0","0","4","0","25","20","VOTER REQUEST","0","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","1","0","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","149","30","0","0","1","1","51","1","233","0","","","","","","","","","",""
"TOTAL","2,048","1,263","12","1","166","37","980","8","4,515","139","TOTAL","456","275","4","0","0","7","154","5","901"
