"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","5","7","0","0","0","0","2","0","14","4","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","62","70","1","0","2","0","47","8","190","24","COUNTY TRANSFER - OUT","40","18","1","0","0","1","15","1","76"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","1","0","3","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","32","22","0","0","0","0","2","0","56"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","1","0","0","0","0","0","0","1"
"IN PERSON","54","44","0","0","0","1","28","2","129","14","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","96","87","3","0","0","0","59","3","248","41","MOVED OUT OF STATE","8","3","0","0","0","0","2","1","14"
"NVRA BY MAIL","16","16","0","0","0","1","11","1","45","5","OTHER","4","4","0","0","0","1","4","0","13"
"OTHER MEANS","1","0","0","0","0","0","0","0","1","0","VOTER REQUEST","0","2","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","4","0","4","0","","","","","","","","","",""
"VOLUNTEER","7","6","0","0","0","1","6","0","20","0","","","","","","","","","",""
"TOTAL","242","231","4","0","2","3","158","14","654","88","TOTAL","84","50","1","0","0","2","23","2","162"
