"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","13","13","0","0","1","1","4","0","32","7","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","220","169","1","0","13","5","110","3","521","26","COUNTY TRANSFER - OUT","61","33","3","0","0","1","31","3","132"
"DESIGNATED STATE AGENCIES","3","1","0","0","0","0","0","0","4","3","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","34","8","0","0","0","0","5","0","47"
"FROM ANOTHER BOARD","6","4","0","0","0","0","1","0","11","2","DUPLICATE","1","0","0","0","0","0","1","0","2"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","11","4","1","0","0","0","2","0","18","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","81","66","0","0","7","2","47","2","205","27","MOVED OUT OF STATE","2","2","0","0","0","0","1","0","5"
"NVRA BY MAIL","7","3","1","0","0","0","9","0","20","2","OTHER","2","0","0","0","0","0","0","0","2"
"OTHER MEANS","2","3","0","0","0","0","1","0","6","14","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","25","5","0","0","0","1","8","0","39","0","","","","","","","","","",""
"TOTAL","369","268","3","0","21","9","182","5","857","81","TOTAL","100","43","3","0","0","1","38","3","188"
