"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","206","58","1","0","10","1","122","1","399","271","BOARD ACTION","1","0","0","0","0","0","0","0","1"
"BY MAIL","6,010","1,245","24","0","551","43","3,148","85","11,106","1,766","COUNTY TRANSFER - OUT","1,376","461","9","0","0","7","475","11","2,339"
"DESIGNATED STATE AGENCIES","3","0","0","0","0","0","2","0","5","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","2","0","0","0","0","0","1","0","3","57","DEATH NOTICE","45","15","0","0","0","0","6","0","66"
"FROM ANOTHER BOARD","41","13","1","1","0","0","10","0","66","15","DUPLICATE","7","2","0","0","0","0","3","0","12"
"PROVISIONAL BALLOT","9","2","0","0","1","0","2","0","14","32","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","567","104","2","1","39","0","193","6","912","102","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","2,325","447","10","0","56","19","1,220","15","4,092","504","MOVED OUT OF STATE","402","168","4","0","1","3","171","9","758"
"NVRA BY MAIL","3","0","0","0","0","0","4","0","7","0","OTHER","31","4","1","0","1","1","10","0","48"
"OTHER MEANS","235","48","1","0","16","2","88","4","394","255","VOTER REQUEST","2","1","0","0","0","0","0","0","3"
"RECRUITING","1","0","0","0","0","0","0","0","1","0","CONFIRMATION MAIL","124","25","0","0","1","1","36","0","187"
"SOCIAL SERVICES","2","0","0","0","0","0","0","0","2","1","","","","","","","","","",""
"VOLUNTEER","625","79","5","0","14","6","239","5","973","0","","","","","","","","","",""
"TOTAL","10,029","1,996","44","2","687","71","5,029","116","17,974","3,003","TOTAL","1,988","676","14","0","3","12","701","20","3,414"
