"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","188","39","1","0","8","0","79","1","316","83","BOARD ACTION","20","1","0","0","0","0","6","0","27"
"BY MAIL","6,290","444","9","1","187","30","1,044","16","8,021","680","COUNTY TRANSFER - OUT","2,730","386","17","0","0","10","567","23","3,733"
"DESIGNATED STATE AGENCIES","7","0","0","0","0","0","0","0","7","0","CRIMINAL CONVICTION","6","1","0","0","0","0","2","0","9"
"ELDERLY / DISABLED","37","1","0","0","2","0","2","0","42","35","DEATH NOTICE","437","44","1","0","0","0","18","0","500"
"FROM ANOTHER BOARD","104","9","0","0","4","0","19","0","136","22","DUPLICATE","28","0","0","0","0","0","3","0","31"
"PROVISIONAL BALLOT","1","1","0","0","0","0","0","0","2","33","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","899","25","3","0","21","1","123","1","1,073","72","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","2,435","204","8","1","29","14","508","10","3,209","240","MOVED OUT OF STATE","18","3","0","0","0","0","4","0","25"
"NVRA BY MAIL","150","5","0","0","2","3","16","1","177","5","OTHER","83","3","0","0","0","1","17","2","106"
"OTHER MEANS","250","20","0","0","0","2","42","3","317","60","VOTER REQUEST","2","0","0","0","0","0","1","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","0","1"
"SOCIAL SERVICES","59","4","0","0","2","0","13","0","78","4","","","","","","","","","",""
"VOLUNTEER","3,359","134","9","0","29","5","396","9","3,941","0","","","","","","","","","",""
"TOTAL","13,779","886","30","2","284","55","2,242","41","17,319","1,234","TOTAL","3,325","438","18","0","0","11","618","25","4,435"
