"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","43","29","1","0","8","0","22","1","104","63","BOARD ACTION","1","0","0","0","0","0","0","0","1"
"BY MAIL","856","519","5","1","153","12","520","4","2,070","95","COUNTY TRANSFER - OUT","241","170","5","0","0","3","130","0","549"
"DESIGNATED STATE AGENCIES","20","12","1","0","1","1","16","0","51","1","CRIMINAL CONVICTION","2","0","0","0","0","0","1","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","45","33","0","0","0","0","7","0","85"
"FROM ANOTHER BOARD","7","5","0","0","2","0","2","0","16","2","DUPLICATE","0","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","4","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","311","118","2","1","30","6","120","0","588","42","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","407","270","3","0","25","7","323","2","1,037","87","MOVED OUT OF STATE","40","26","1","0","0","1","23","0","91"
"NVRA BY MAIL","170","88","1","0","14","3","117","0","393","18","OTHER","8","7","0","0","1","0","6","0","22"
"OTHER MEANS","87","61","0","0","0","0","60","0","208","44","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","1","0","1"
"SOCIAL SERVICES","19","6","0","0","0","1","3","0","29","1","","","","","","","","","",""
"VOLUNTEER","74","26","1","0","0","0","35","0","136","0","","","","","","","","","",""
"TOTAL","1,995","1,134","14","2","233","30","1,218","7","4,633","357","TOTAL","338","237","6","0","1","4","168","0","754"
