"Kent","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","1","0","1","0","3","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","81","32","0","0","9","0","33","1","156","3","COUNTY TRANSFER - OUT","25","12","0","0","0","0","19","1","57"
"DESIGNATED STATE AGENCIES","1","0","0","0","1","0","0","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","2","0","0","0","0","0","0","0","2","2","DEATH NOTICE","12","4","0","0","0","0","1","0","17"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","0","1","0","DUPLICATE","1","0","0","0","0","0","1","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","40","23","0","0","3","0","22","0","88","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","39","10","0","0","2","0","8","1","60","6","MOVED OUT OF STATE","0","0","0","0","0","0","0","0","0"
"NVRA BY MAIL","9","5","1","0","0","0","4","0","19","0","OTHER","0","1","0","0","0","0","0","0","1"
"OTHER MEANS","6","3","0","1","0","0","0","0","10","17","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","21","3","1","0","0","0","6","0","31","0","","","","","","","","","",""
"TOTAL","201","76","2","1","16","0","74","2","372","32","TOTAL","38","17","0","0","0","0","21","1","77"
