"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","374","35","0","0","9","0","81","2","501","267","BOARD ACTION","10","0","0","0","0","0","0","0","10"
"BY MAIL","11,680","540","20","1","295","19","1,741","30","14,326","791","COUNTY TRANSFER - OUT","2,348","421","12","1","0","5","479","241","3,507"
"DESIGNATED STATE AGENCIES","271","24","2","0","1","0","57","2","357","0","CRIMINAL CONVICTION","4","2","0","0","0","0","1","0","7"
"ELDERLY / DISABLED","71","9","0","0","0","0","1","0","81","39","DEATH NOTICE","282","51","0","0","0","1","5","15","354"
"FROM ANOTHER BOARD","1,465","122","9","0","24","6","267","8","1,901","294","DUPLICATE","21","1","0","0","0","0","1","1","24"
"PROVISIONAL BALLOT","16","0","0","0","0","0","1","0","17","81","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","0","0","1"
"IN PERSON","1,731","80","5","0","40","6","220","5","2,087","271","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","3,709","155","3","0","34","10","589","10","4,510","321","MOVED OUT OF STATE","16","6","1","0","0","0","0","3","26"
"NVRA BY MAIL","129","5","0","0","3","0","22","0","159","0","OTHER","283","22","2","0","0","0","81","7","395"
"OTHER MEANS","1,431","74","2","0","22","2","248","11","1,790","362","VOTER REQUEST","0","0","0","0","0","0","2","0","2"
"RECRUITING","1","1","0","0","0","0","0","0","2","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","1","2"
"SOCIAL SERVICES","57","8","0","0","2","2","5","0","74","0","","","","","","","","","",""
"VOLUNTEER","2,699","114","4","1","41","10","407","9","3,285","0","","","","","","","","","",""
"TOTAL","23,634","1,167","45","2","471","55","3,639","77","29,090","2,426","TOTAL","2,966","503","15","1","0","6","569","268","4,328"
