"Queen Anne's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","7","8","0","0","0","0","6","0","21","0","BOARD ACTION","1","0","0","0","0","0","0","0","1"
"BY MAIL","120","134","1","0","14","5","84","0","358","17","COUNTY TRANSFER - OUT","55","55","2","0","0","2","31","1","146"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","2","0","0","0","0","0","0","0","2","0","DEATH NOTICE","10","15","0","0","0","0","2","0","27"
"FROM ANOTHER BOARD","2","10","1","0","0","0","3","3","19","2","DUPLICATE","4","2","0","0","0","0","1","0","7"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","16","17","0","0","1","1","7","0","42","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","43","49","0","0","5","1","52","0","150","7","MOVED OUT OF STATE","4","7","0","0","0","0","0","0","11"
"NVRA BY MAIL","125","87","1","0","11","1","75","0","300","0","OTHER","0","0","0","0","0","0","1","0","1"
"OTHER MEANS","7","4","1","0","0","0","7","0","19","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","17","15","0","0","2","0","9","0","43","0","","","","","","","","","",""
"TOTAL","339","324","4","0","33","8","243","3","954","27","TOTAL","74","79","2","0","0","2","35","1","193"
