"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","73","61","1","0","10","0","29","0","174","30","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","2,936","1,274","10","1","404","31","1,324","6","5,986","504","COUNTY TRANSFER - OUT","870","480","12","0","0","6","436","1","1,805"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","0","0","2","0","CRIMINAL CONVICTION","5","2","0","0","0","0","1","0","8"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","202","99","0","0","0","1","23","0","325"
"FROM ANOTHER BOARD","21","5","0","0","2","0","4","0","32","6","DUPLICATE","7","8","0","0","0","0","3","0","18"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","13","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","271","86","0","1","21","3","79","0","461","18","MENTAL INCOMPETENCY","2","0","0","0","0","0","0","0","2"
"MOTOR VEHICLE ADMINISTRATION","665","296","3","0","21","12","389","5","1,391","250","MOVED OUT OF STATE","49","44","3","0","0","0","17","0","113"
"NVRA BY MAIL","229","97","0","1","5","3","126","1","462","37","OTHER","9","7","0","0","0","0","9","0","25"
"OTHER MEANS","71","30","0","0","1","1","27","0","130","11","VOTER REQUEST","1","1","0","0","0","0","1","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","8","0","2","0","0","0","3","0","13","1","","","","","","","","","",""
"VOLUNTEER","103","41","2","0","1","1","47","0","195","0","","","","","","","","","",""
"TOTAL","4,380","1,890","18","3","465","51","2,028","12","8,847","870","TOTAL","1,145","641","15","0","0","7","490","1","2,299"
