"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","7","BOARD ACTION","1","2","0","0","0","0","1","0","4"
"BY MAIL","73","35","0","0","5","1","40","1","155","241","COUNTY TRANSFER - OUT","86","53","2","0","0","0","39","3","183"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","1","0","1","4","CRIMINAL CONVICTION","3","1","0","0","0","0","0","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","76","59","1","0","0","0","14","3","153"
"FROM ANOTHER BOARD","1","2","0","0","0","0","0","0","3","4","DUPLICATE","20","13","0","0","0","0","6","0","39"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","25","14","0","0","0","0","5","1","45"
"IN PERSON","0","4","0","0","0","0","0","0","4","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","224","102","1","0","43","1","92","5","468","70","MOVED OUT OF STATE","20","16","1","0","1","0","9","1","48"
"NVRA BY MAIL","9","3","0","0","0","0","6","0","18","1","OTHER","7","0","1","0","0","1","6","0","15"
"OTHER MEANS","9","4","1","0","0","0","1","0","15","955","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","27","27"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","1","0","1","0","","","","","","","","","",""
"TOTAL","316","150","2","0","48","2","141","6","665","1,285","TOTAL","238","158","5","0","1","1","80","35","518"
