"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","0","0","0","0","2","81","BOARD ACTION","1","0","0","0","0","0","0","0","1"
"BY MAIL","96","35","2","0","3","1","24","0","161","153","COUNTY TRANSFER-OUT","220","117","3","0","3","3","82","6","434"
"DESIGNATED STATE AGENCIES","19","7","0","0","0","0","4","0","30","6","CRIMINAL CONVICTION","26","6","0","0","0","0","7","0","39"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","639","212","1","0","1","1","33","8","895"
"FROM ANOTHER BOARD","2","4","0","0","0","0","0","0","6","13","DUPLICATE","18","4","0","0","0","0","5","0","27"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","16","MAIL VERIFICATION (NVRA)","69","28","1","0","1","0","22","1","122"
"IN PERSON","3","1","0","0","1","0","1","0","6","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","1","0","1"
"MOTOR VEHICLE ADMINISTRATION","646","232","4","0","75","11","215","8","1,191","1,051","MOVED OUT OF STATE","31","24","0","0","0","0","9","0","64"
"NVRA BY MAIL","22","13","0","0","8","0","6","0","49","3","OTHER","6","1","0","0","0","0","3","0","10"
"OTHER MEANS","4","2","0","0","0","0","3","0","9","541","VOTER REQUEST","1","1","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","146","38","0","0","0","1","44","3","232"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","12","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","793","295","6","0","87","12","253","8","1,454","1,878","TOTAL","1,157","431","5","0","5","5","206","18","1,827"
