"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","1","0","0","0","0","0","0","0","1"
"BY MAIL","8","2","0","0","3","0","8","0","21","0","COUNTY TRANSFER - OUT","18","15","1","0","0","0","9","0","43"
"DESIGNATED STATE AGENCIES","3","0","0","0","0","0","0","0","3","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","2","1","1","0","1","0","2","0","7","0","DEATH NOTICE","50","45","0","0","0","0","7","1","103"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","0","1","0","DUPLICATE","1","0","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","3","0","0","0","0","0","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","83","78","2","0","22","5","64","2","256","33","MOVED OUT OF STATE","11","16","0","0","0","0","5","0","32"
"NVRA BY MAIL","3","1","0","0","0","0","3","0","7","0","OTHER","1","2","0","0","1","0","4","0","8"
"OTHER MEANS","103","177","4","1","26","1","104","0","416","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","219","181","3","0","2","4","144","7","560"
"SOCIAL SERVICES","1","0","0","0","0","0","1","0","2","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","205","262","7","1","52","6","182","2","717","33","TOTAL","301","259","4","0","3","4","169","8","748"
