"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","37","28","0","0","3","0","25","0","93","7","COUNTY TRANSFER - OUT","39","45","0","0","0","1","21","0","106"
"DESIGNATED STATE AGENCIES","0","2","0","0","0","0","1","0","3","1","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","79","72","0","0","0","0","13","0","164"
"FROM ANOTHER BOARD","1","1","0","0","0","0","0","0","2","2","DUPLICATE","3","6","0","0","0","0","5","0","14"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","11","9","0","0","1","0","16","0","37"
"IN PERSON","0","2","0","0","0","0","1","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","115","90","0","0","25","1","87","1","319","120","MOVED OUT OF STATE","18","22","3","0","0","0","13","0","56"
"NVRA BY MAIL","7","4","0","0","4","0","5","0","20","3","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","21","22","0","0","4","1","13","0","61","3","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","129","129","1","0","5","4","95","0","363"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","1","","","","","","","","","",""
"VOLUNTEER","3","1","0","0","1","0","1","0","6","0","","","","","","","","","",""
"TOTAL","185","150","0","0","37","2","133","1","508","137","TOTAL","279","283","4","0","6","5","163","0","740"
