"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","5","5","0","0","1","0","5","0","16","5","COUNTY TRANSFER - OUT","17","21","1","0","0","0","15","0","54"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","0","0","2","0","CRIMINAL CONVICTION","1","0","0","0","0","0","1","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","35","19","0","0","0","0","1","1","56"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","1","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","4","1","0","0","0","0","5","0","10"
"IN PERSON","0","0","0","0","0","0","0","0","0","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","44","52","0","0","9","2","26","1","134","26","MOVED OUT OF STATE","18","15","1","0","0","1","7","0","42"
"NVRA BY MAIL","1","0","0","0","0","0","0","0","1","0","OTHER","1","0","0","0","0","0","0","0","1"
"OTHER MEANS","1","1","0","0","1","0","2","0","5","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","1","0","0","0","0","1","0","2","0","CONFIRMATION MAIL","35","49","0","0","0","0","20","3","107"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","52","60","0","0","11","2","34","1","160","33","TOTAL","111","105","2","0","0","1","49","4","272"
