"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","184","56","2","0","9","5","88","4","348","53","COUNTY TRANSFER - OUT","187","65","1","0","4","1","72","1","331"
"DESIGNATED STATE AGENCIES","5","1","0","0","0","0","0","0","6","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","2","0","0","0","0","0","1","0","3","3","DEATH NOTICE","687","336","3","0","12","0","115","2","1,155"
"FROM ANOTHER BOARD","1","4","1","0","0","0","0","0","6","1","DUPLICATE","1","0","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","1","0","1","4","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","0","0","1"
"IN PERSON","2","0","0","0","0","0","1","0","3","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","632","170","9","2","104","8","288","3","1,216","107","MOVED OUT OF STATE","179","105","2","0","6","2","80","1","375"
"NVRA BY MAIL","1","0","0","0","0","0","0","0","1","0","OTHER","1","1","0","0","0","0","1","0","3"
"OTHER MEANS","795","206","6","0","117","16","258","6","1,404","130","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","553","198","4","0","0","1","216","4","976"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","8","0","0","0","0","0","6","0","14","0","","","","","","","","","",""
"TOTAL","1,630","437","18","2","230","29","643","13","3,002","299","TOTAL","1,610","705","10","0","22","4","484","8","2,843"
