"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","15","9","0","0","0","0","8","0","32"
"BY MAIL","2","3","1","0","0","1","0","0","7","5","COUNTY TRANSFER - OUT","10","16","0","0","0","0","1","0","27"
"DESIGNATED STATE AGENCIES","0","4","0","0","0","0","0","0","4","0","CRIMINAL CONVICTION","0","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","45","29","0","0","0","0","2","2","78"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","384","MAIL VERIFICATION (NVRA)","0","1","0","0","0","0","1","1","3"
"IN PERSON","1","1","0","0","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","88","71","2","0","30","1","32","2","226","11","MOVED OUT OF STATE","3","3","0","0","0","0","3","0","9"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","0","1","1","0","0","0","0","0","2"
"OTHER MEANS","2","3","0","0","0","0","0","0","5","2","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","1","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","1","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","93","82","3","0","30","2","32","2","244","403","TOTAL","73","60","1","0","0","0","16","3","153"
