"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","2","BOARD ACTION","1","0","0","0","0","0","0","0","1"
"BY MAIL","62","9","0","0","2","0","13","0","86","10","COUNTY TRANSFER - OUT","271","48","1","0","2","1","65","26","414"
"DESIGNATED STATE AGENCIES","71","6","0","1","7","1","11","0","97","0","CRIMINAL CONVICTION","17","0","0","0","0","0","2","0","19"
"ELDERLY / DISABLED","0","0","0","0","1","0","0","0","1","4","DEATH NOTICE","387","84","1","0","0","0","14","19","505"
"FROM ANOTHER BOARD","184","32","0","0","7","0","45","2","270","36","DUPLICATE","6","0","0","0","0","0","0","1","7"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","2","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","0","0","1"
"IN PERSON","3","0","0","0","0","0","1","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","406","36","3","0","22","1","82","2","552","389","MOVED OUT OF STATE","0","0","0","0","0","0","1","0","1"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","32","2","0","0","0","0","14","1","49"
"OTHER MEANS","39","2","0","0","2","0","5","0","48","24","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","147","12","0","0","0","0","18","11","188"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","765","85","3","1","41","2","157","4","1,058","467","TOTAL","862","146","2","0","2","1","114","58","1,185"
