"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","6","14","0","0","2","0","6","0","28","11","COUNTY TRANSFER - OUT","20","38","0","0","1","0","13","0","72"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","28","26","0","0","0","0","0","0","54"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","1","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","33","56","0","0","10","1","27","0","127","29","MOVED OUT OF STATE","2","0","0","0","0","1","1","0","4"
"NVRA BY MAIL","1","2","0","0","0","0","0","0","3","0","OTHER","0","0","0","0","0","1","0","0","1"
"OTHER MEANS","1","0","0","0","1","0","0","0","2","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","4","2","0","0","0","0","3","0","9"
"SOCIAL SERVICES","0","1","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","1","11","0","0","0","0","7","0","19","0","","","","","","","","","",""
"TOTAL","43","85","0","0","13","1","40","0","182","41","TOTAL","54","66","0","0","1","2","17","0","140"
