"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","3","6","0","0","2","1","3","0","15","1","COUNTY TRANSFER - OUT","8","7","0","0","0","1","5","0","21"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","1","0","3","0","CRIMINAL CONVICTION","0","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","50","29","0","0","0","0","8","1","88"
"FROM ANOTHER BOARD","25","19","0","0","0","0","12","1","57","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","29","32","0","0","9","0","20","0","90","18","MOVED OUT OF STATE","1","2","0","0","0","0","2","0","5"
"NVRA BY MAIL","4","1","0","0","0","0","0","0","5","0","OTHER","0","1","0","0","0","0","0","0","1"
"OTHER MEANS","0","1","0","0","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","6","6","0","0","0","0","4","1","17"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","63","59","0","0","11","1","36","1","171","19","TOTAL","65","46","0","0","0","1","19","2","133"
