"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","19","16","2","0","3","1","12","2","55","2","COUNTY TRANSFER - OUT","43","47","1","0","1","0","30","1","123"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","0","0","2","0","CRIMINAL CONVICTION","6","1","0","0","0","0","3","0","10"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","91","42","0","0","0","0","5","2","140"
"FROM ANOTHER BOARD","2","2","0","0","0","0","0","0","4","0","DUPLICATE","0","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","4","1","0","0","0","0","0","0","5"
"IN PERSON","1","0","0","0","1","0","0","0","2","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","135","131","0","0","22","2","72","3","365","15","MOVED OUT OF STATE","19","14","0","0","0","1","5","0","39"
"NVRA BY MAIL","6","2","0","0","0","0","2","0","10","0","OTHER","2","1","0","0","0","0","0","0","3"
"OTHER MEANS","7","9","0","0","0","0","2","0","18","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","25","19","0","0","0","0","8","1","53"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","171","161","2","0","26","3","88","5","456","19","TOTAL","190","126","1","0","1","1","51","4","374"
